"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1010.1","...","1015.5","2019-01-01 08:51","1005.1","2019-01-14 14:44","19.0","30.3","2019-01-31 12:41","11.0","2019-01-23 04:13","...","1.2","322","6.9","320","2019-01-13 16:32","5.0","...","4","...","...","...","...","2.5","2019-01-16 00:00","80","...","...","...","...","...","...","..."
"02","1008.1","...","1014.4","2019-02-12 09:04","1003.0","2019-02-07 14:42","20.7","31.2","2019-02-03 12:53","14.2","2019-02-02 06:23","...","1.3","322","9.4","323","2019-02-19 01:30","7.5","...","2","...","...","...","...","6.5","2019-02-24 00:00","80","...","...","...","...","...","...","..."
"03","1005.2","...","1011.5","2019-03-15 09:13","998.6","2019-03-03 04:24","21.2","31.8","2019-03-21 15:01","12.4","2019-03-08 03:04","...","1.1","323","15.0","342","2019-03-10 01:52","137.0","...","13","...","...","...","...","35.5","2019-03-07 00:00","89","...","...","...","...","...","...","..."
"04","1002.5","...","1010.6","2019-04-01 09:15","996.1","2019-04-30 15:43","24.7","32.4","2019-04-09 13:14","16.8","2019-04-01 19:51","...","1.2","321","16.8","90","2019-04-26 23:04","63.0","...","7","...","...","...","...","41.0","2019-04-19 00:00","85","...","...","...","...","...","...","..."
"05","1000.0","...","1004.8","2019-05-03 10:04","995.2","2019-05-18 14:51","25.3","32.5","2019-05-14 14:14","19.2","2019-05-07 07:13","...","1.1","91","10.7","347","2019-05-20 12:54","254.5","...","18","...","...","...","...","92.0","2019-05-01 00:00","84","...","...","...","...","...","...","..."
"06","997.5","...","1003.3","2019-06-05 22:11","990.8","2019-06-14 15:42","27.8","35.2","2019-06-18 12:31","23.2","2019-06-15 04:07","...","1.3","71","10.5","209","2019-06-14 04:16","490.5","...","18","...","...","...","...","116.0","2019-06-12 00:00","78","...","...","...","...","...","...","..."
"07","996.6","...","1002.3","2019-07-11 22:05","985.0","2019-07-17 17:01","28.5","35.5","2019-07-17 14:43","24.1","2019-07-23 05:01","...","1.5","99","13.8","237","2019-07-10 12:34","255.5","...","19","...","...","...","...","88.0","2019-07-28 00:00","77","...","...","...","...","...","...","..."
"08","994.0","...","1002.6","2019-08-26 21:05","977.2","2019-08-24 15:25","27.9","35.1","2019-08-28 14:20","22.4","2019-08-01 17:05","...","1.4","95","14.9","99","2019-08-24 16:25","711.0","...","20","...","...","...","...","195.0","2019-08-15 00:00","82","...","...","...","...","...","...","..."
"09","998.7","...","1008.1","2019-09-24 09:10","988.6","2019-09-30 14:35","27.1","34.6","2019-09-02 13:21","21.5","2019-09-24 05:36","...","1.2","37","10.0","9","2019-09-20 21:45","137.0","...","10","...","...","...","...","46.0","2019-09-04 00:00","76","...","...","...","...","...","...","..."
"10","1004.0","...","1009.0","2019-10-15 09:52","992.9","2019-10-01 00:01","25.3","34.0","2019-10-03 12:55","19.8","2019-10-22 01:29","...","1.1","323","7.1","342","2019-10-27 15:07","19.0","...","2","...","...","...","...","17.5","2019-10-01 00:00","74","...","...","...","...","...","...","..."
"11","1005.1","...","1011.4","2019-11-29 09:06","998.5","2019-11-06 13:42","22.5","30.9","2019-11-01 14:21","16.8","2019-11-10 05:05","...","1.1","328","7.0","322","2019-11-21 16:16","0.0","...","0","...","...","...","...","0.0","2019-11-07 00:00","73","...","...","...","...","...","...","..."
"12","1008.0","...","1014.5","2019-12-31 09:11","1002.2","2019-12-26 14:45","19.2","28.4","2019-12-17 11:14","12.7","2019-12-08 06:19","...","1.2","323","9.8","92","2019-12-30 07:49","122.5","...","7","...","...","...","...","63.0","2019-12-29 00:00","78","...","...","...","...","...","...","..."
