"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1004.2","...","1013.0","2020-01-01 09:17","995.0","2020-01-26 15:56","18.2","30.5","2020-01-22 13:33","6.0","2020-01-31 06:46","...","0.9","116","9.7","296","2020-01-26 16:44","22.0","...","2","...","...","...","...","20.5","2020-01-26 00:00","86","...","...","...","...","...","...","..."
"02","1006.0","...","1013.6","2020-02-21 09:20","997.3","2020-02-15 15:32","19.3","32.3","2020-02-15 13:42","8.7","2020-02-18 06:11","...","0.9","124","8.1","122","2020-02-14 01:13","15.5","...","3","...","...","...","...","9.0","2020-02-17 00:00","84","...","...","...","...","...","...","..."
"03","1000.9","...","1007.5","2020-03-16 08:14","992.5","2020-03-09 15:03","22.7","36.5","2020-03-27 13:34","14.3","2020-03-15 06:02","...","0.9","112","9.4","39","2020-03-10 09:01","38.0","...","5","...","...","...","...","15.0","2020-03-14 00:00","84","...","...","...","...","...","...","..."
"04","1001.2","...","1005.6","2020-04-02 09:23","996.5","2020-04-19 15:46","23.0","37.5","2020-04-20 13:21","12.6","2020-04-13 00:23","...","1.0","117","9.7","310","2020-04-04 12:15","27.5","...","3","...","...","...","...","19.5","2020-04-06 00:00","81","...","...","...","...","...","...","..."
"05","995.6","...","1000.7","2020-05-01 08:11","988.2","2020-05-17 15:21","27.3","38.5","2020-05-10 13:21","20.5","2020-05-01 05:03","...","0.8","14","11.1","7","2020-05-16 15:14","436.0","...","11","...","...","...","...","227.0","2020-05-22 00:00","86","...","...","...","...","...","...","..."
"06","995.5","...","1001.1","2020-06-14 22:26","991.0","2020-06-12 14:51","28.4","37.1","2020-06-27 13:11","22.0","2020-06-10 04:53","...","0.8","12","10.4","308","2020-06-07 17:40","57.5","...","8","...","...","...","...","22.5","2020-06-08 00:00","85","...","...","...","...","...","...","..."
"07","995.0","...","999.0","2020-07-03 21:17","990.5","2020-07-14 15:02","28.3","37.1","2020-07-13 14:12","22.5","2020-07-20 05:42","...","0.7","116","10.1","189","2020-07-26 15:57","282.5","...","16","...","...","...","...","56.0","2020-07-02 00:00","89","...","...","...","...","...","...","..."
"08","994.0","...","1001.5","2020-08-12 21:41","988.0","2020-08-31 14:24","27.1","36.0","2020-08-06 13:15","22.7","2020-08-17 05:03","...","0.7","5","13.3","173","2020-08-11 04:17","575.5","...","26","...","...","...","...","77.0","2020-08-27 00:00","93","...","...","...","...","...","...","..."
"09","995.6","...","1001.2","2020-09-19 08:45","988.2","2020-09-01 04:01","27.4","36.2","2020-09-21 13:26","19.5","2020-09-07 02:04","...","0.7","282","13.0","38","2020-09-03 16:38","122.5","...","8","...","...","...","...","32.0","2020-09-03 00:00","90","...","...","...","...","...","...","..."
"10","998.0","...","1003.7","2020-10-29 08:51","991.5","2020-10-22 03:31","25.9","35.5","2020-10-04 13:51","19.1","2020-10-23 06:13","...","0.7","280","7.8","289","2020-10-02 13:49","5.5","...","3","...","...","...","...","3.5","2020-10-22 00:00","88","...","...","...","...","...","...","..."
"11","1001.9","...","1007.0","2020-11-28 08:52","994.1","2020-11-06 14:41","23.6","34.1","2020-11-20 12:35","17.0","2020-11-28 05:41","...","0.6","286","7.0","310","2020-11-17 14:10","6.0","...","6","...","...","...","...","2.5","2020-11-09 00:00","90","...","...","...","...","...","...","..."
"12","1002.8","...","1010.8","2020-12-31 09:21","996.5","2020-12-29 14:51","19.8","32.0","2020-12-13 13:45","9.5","2020-12-31 18:31","...","0.7","123","6.6","290","2020-12-02 13:21","14.5","...","4","...","...","...","...","7.0","2020-12-09 00:00","89","...","...","...","...","...","...","..."
