"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1019.0","...","1024.3","2019-01-03 09:29","1014.2","2019-01-14 14:32","18.0","25.3","2019-01-31 12:15","12.4","2019-01-23 07:01","...","5.0","23","25.1","3","2019-01-14 17:17","1.0","...","2","...","...","...","...","0.5","2019-01-17 00:00","83","...","...","...","...","...","...","..."
"02","1017.1","...","1023.6","2019-02-12 09:23","1011.7","2019-02-07 15:15","20.3","30.8","2019-02-07 12:54","15.1","2019-02-01 07:11","...","4.6","26","14.7","25","2019-02-01 11:25","9.5","...","4","...","...","...","...","7.0","2019-02-19 00:00","82","...","...","...","...","...","...","..."
"03","1014.2","...","1020.1","2019-03-15 09:42","1007.6","2019-03-03 04:48","21.1","28.6","2019-03-28 10:36","13.1","2019-03-08 01:42","...","3.7","21","15.9","15","2019-03-15 13:02","80.5","...","11","...","...","...","...","27.0","2019-03-07 00:00","81","...","...","...","...","...","...","..."
"04","1011.4","...","1019.6","2019-04-01 09:57","1005.2","2019-04-30 15:55","24.5","30.6","2019-04-30 12:58","17.5","2019-04-02 01:24","...","3.2","1","14.1","285","2019-04-19 14:16","72.0","...","6","...","...","...","...","34.0","2019-04-19 00:00","82","...","...","...","...","...","...","..."
"05","1008.7","...","1013.7","2019-05-03 10:42","1003.9","2019-05-18 03:11","25.4","31.8","2019-05-26 15:07","19.2","2019-05-07 09:06","...","2.8","20","12.2","330","2019-05-20 14:35","99.0","...","18","...","...","...","...","38.5","2019-05-20 00:00","85","...","...","...","...","...","...","..."
"06","1006.0","...","1011.6","2019-06-05 22:21","999.4","2019-06-14 14:46","28.2","33.4","2019-06-03 15:06","23.9","2019-06-01 05:25","...","2.6","175","14.3","221","2019-06-25 10:24","287.5","...","16","...","...","...","...","59.5","2019-06-23 00:00","85","...","...","...","...","...","...","..."
"07","1005.1","...","1011.3","2019-07-11 23:45","993.0","2019-07-17 17:29","28.6","33.3","2019-07-26 13:16","24.1","2019-07-23 01:36","...","2.9","135","15.5","177","2019-07-19 17:09","545.0","...","21","...","...","...","...","118.0","2019-07-03 00:00","84","...","...","...","...","...","...","..."
"08","1002.4","...","1010.7","2019-08-26 21:57","984.3","2019-08-24 15:29","28.4","33.1","2019-08-06 11:12","23.7","2019-08-13 10:31","...","3.1","1","18.1","157","2019-08-24 22:27","426.5","...","19","...","...","...","...","83.5","2019-08-18 00:00","86","...","...","...","...","...","...","..."
"09","1007.2","...","1016.5","2019-09-24 08:41","996.9","2019-09-30 15:04","27.5","33.0","2019-09-02 10:01","22.4","2019-09-24 05:52","...","3.6","25","21.2","23","2019-09-20 21:20","102.5","...","6","...","...","...","...","56.0","2019-09-10 00:00","80","...","...","...","...","...","...","..."
"10","1012.7","...","1017.4","2019-10-15 09:18","1002.0","2019-10-01 00:20","25.6","31.3","2019-10-02 12:36","21.1","2019-10-22 05:51","...","3.6","24","18.5","360","2019-10-01 00:20","0.0","...","0","...","...","...","...","0.0","2019-10-26 00:00","78","...","...","...","...","...","...","..."
"11","1014.0","...","1020.7","2019-11-29 09:09","1007.1","2019-11-06 15:03","22.3","27.4","2019-11-03 11:16","16.7","2019-11-29 01:24","...","4.6","29","15.2","6","2019-11-18 13:10","0.0","...","0","...","...","...","...","0.0","2019-11-07 00:00","78","...","...","...","...","...","...","..."
"12","1017.5","...","1024.3","2019-12-31 09:51","1011.1","2019-12-26 14:59","18.9","27.1","2019-12-17 13:09","12.2","2019-12-09 07:03","...","4.8","23","19.4","30","2019-12-07 11:35","140.0","...","7","...","...","...","...","96.0","2019-12-29 00:00","82","...","...","...","...","...","...","..."
