"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","864.6","...","872.8","2020-01-01 09:35","856.2","2020-01-27 04:07","9.7","18.6","2020-01-07 13:10","-1.2","2020-01-31 04:06","...","0.5","234","8.0","110","2020-01-26 23:25","60.5","...","20","...","...","...","...","14.0","2020-01-26 00:00","94","...","...","...","...","...","...","..."
"02","866.7","...","872.9","2020-02-23 09:06","861.1","2020-02-29 14:41","9.9","21.1","2020-02-25 12:02","-1.6","2020-02-17 21:39","...","0.5","21","5.5","121","2020-02-06 06:46","96.5","...","21","...","...","...","...","17.0","2020-02-05 00:00","97","...","...","...","...","...","...","..."
"03","861.5","...","867.9","2020-03-16 09:25","854.5","2020-03-09 14:43","12.6","23.1","2020-03-27 10:35","3.9","2020-03-15 03:05","...","0.5","66","6.0","117","2020-03-12 09:35","140.5","...","24","...","...","...","...","29.5","2020-03-05 00:00","97","...","...","...","...","...","...","..."
"04","863.5","...","867.5","2020-04-28 08:25","858.8","2020-04-12 03:03","12.4","23.5","2020-04-19 12:05","3.0","2020-04-13 04:11","...","0.5","92","7.4","129","2020-04-07 04:49","139.0","...","22","...","...","...","...","26.5","2020-04-23 00:00","95","...","...","...","...","...","...","..."
"05","859.8","...","864.4","2020-05-13 10:58","853.5","2020-05-22 15:32","18.9","27.7","2020-05-10 11:07","14.0","2020-05-13 05:59","...","0.4","18","15.0","109","2020-05-10 19:25","247.0","...","24","...","...","...","...","49.0","2020-05-10 00:00","97","...","...","...","...","...","...","..."
"06","860.0","...","865.3","2020-06-14 21:40","856.3","2020-06-21 17:45","21.5","28.5","2020-06-22 13:13","17.0","2020-06-09 21:37","...","0.4","48","13.0","69","2020-06-24 13:53","108.0","...","14","...","...","...","...","27.0","2020-06-14 00:00","96","...","...","...","...","...","...","..."
"07","860.2","...","864.1","2020-07-21 10:22","855.5","2020-07-09 15:08","21.5","27.7","2020-07-10 10:45","17.2","2020-07-30 05:11","...","0.5","38","8.5","101","2020-07-30 09:01","118.0","...","18","...","...","...","...","33.5","2020-07-28 00:00","98","...","...","...","...","...","...","..."
"08","859.3","...","866.7","2020-08-12 21:33","853.8","2020-08-03 13:48","20.7","29.6","2020-08-25 12:52","17.3","2020-08-22 03:21","...","0.4","80","7.8","134","2020-08-18 03:13","179.5","...","16","...","...","...","...","51.0","2020-08-13 00:00","97","...","...","...","...","...","...","..."
"09","860.8","...","865.7","2020-09-19 09:15","853.6","2020-09-01 03:41","19.1","28.4","2020-09-02 12:49","11.9","2020-09-30 20:02","...","0.4","83","9.6","127","2020-09-14 13:43","285.5","...","24","...","...","...","...","71.5","2020-09-12 00:00","94","...","...","...","...","...","...","..."
"10","864.0","...","868.8","2020-10-29 08:57","858.0","2020-10-22 03:31","15.3","24.2","2020-10-04 11:59","8.4","2020-10-31 04:35","...","0.4","101","6.9","104","2020-10-12 14:45","265.0","...","29","...","...","...","...","34.5","2020-10-16 00:00","99","...","...","...","...","...","...","..."
"11","866.7","...","871.0","2020-11-11 08:44","861.1","2020-11-19 15:27","14.1","24.0","2020-11-19 10:47","8.6","2020-11-03 19:39","...","0.4","89","9.6","105","2020-11-06 21:31","293.0","...","27","...","...","...","...","32.5","2020-11-13 00:00","98","...","...","...","...","...","...","..."
"12","866.0","...","870.6","2020-12-20 08:28","860.2","2020-12-29 14:38","10.3","19.1","2020-12-29 10:26","-2.8","2020-12-31 04:33","...","0.4","81","6.5","112","2020-12-14 08:15","338.0","...","28","...","...","...","...","31.5","2020-12-08 00:00","100","...","...","...","...","...","...","..."
