"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1022.0","...","1030.3","2019-01-01 08:38","1015.7","2019-01-11 14:04","18.8","26.4","2019-01-11 10:22","12.9","2019-01-28 05:44","...","2.7","335","14.5","334","2019-01-26 08:24","134.0","...","16","...","...","...","...","35.5","2019-01-02 00:00","77","...","...","...","...","...","...","..."
"02","1019.2","...","1027.9","2019-02-11 21:03","1013.1","2019-02-24 16:05","20.0","27.0","2019-02-20 13:57","14.4","2019-02-02 06:07","...","2.5","8","13.3","56","2019-02-11 09:26","50.0","...","8","...","...","...","...","24.5","2019-02-03 00:00","79","...","...","...","...","...","...","..."
"03","1016.3","...","1024.4","2019-03-16 08:22","1007.5","2019-03-29 03:39","20.1","27.5","2019-03-21 10:06","13.4","2019-03-07 22:51","...","2.6","335","15.5","321","2019-03-06 18:24","82.0","...","14","...","...","...","...","17.5","2019-03-07 00:00","76","...","...","...","...","...","...","..."
"04","1010.7","...","1024.4","2019-04-01 08:36","1002.1","2019-04-30 16:05","23.3","30.0","2019-04-24 09:02","15.9","2019-04-02 01:27","...","2.3","71","13.0","338","2019-04-15 02:30","152.5","...","10","...","...","...","...","129.0","2019-04-27 00:00","81","...","...","...","...","...","...","..."
"05","1008.7","...","1015.8","2019-05-03 21:32","1001.3","2019-05-18 03:06","23.4","30.5","2019-05-19 13:19","18.2","2019-05-03 04:28","...","2.2","346","14.0","86","2019-05-20 21:31","169.0","...","19","...","...","...","...","35.5","2019-05-17 00:00","83","...","...","...","...","...","...","..."
"06","1004.5","...","1010.5","2019-06-05 22:08","996.5","2019-06-14 03:52","26.5","31.4","2019-06-29 09:21","20.7","2019-06-16 04:42","...","2.0","336","10.2","68","2019-06-15 09:45","99.0","...","13","...","...","...","...","28.0","2019-06-11 00:00","83","...","...","...","...","...","...","..."
"07","1004.1","...","1010.6","2019-07-28 21:15","991.1","2019-07-18 12:24","27.9","33.5","2019-07-17 13:53","24.1","2019-07-13 05:15","...","2.4","312","11.1","57","2019-07-18 12:06","57.5","...","13","...","...","...","...","16.0","2019-07-27 00:00","80","...","...","...","...","...","...","..."
"08","1003.6","...","1012.9","2019-08-26 20:37","985.5","2019-08-09 17:04","27.6","33.6","2019-08-11 08:21","23.6","2019-08-19 05:21","...","2.7","77","17.1","356","2019-08-08 09:37","260.5","...","17","...","...","...","...","74.0","2019-08-24 00:00","80","...","...","...","...","...","...","..."
"09","1009.4","...","1019.8","2019-09-24 09:14","993.8","2019-09-30 20:13","26.4","33.2","2019-09-16 11:51","21.2","2019-09-26 01:03","...","3.4","319","25.1","339","2019-09-30 19:42","642.0","...","13","...","...","...","...","215.0","2019-09-27 00:00","73","...","...","...","...","...","...","..."
"10","1015.7","...","1023.6","2019-10-15 09:15","997.7","2019-10-01 00:01","24.0","30.3","2019-10-02 13:17","19.3","2019-10-23 05:41","...","3.0","345","17.7","316","2019-10-17 06:45","193.5","...","9","...","...","...","...","97.5","2019-10-31 00:00","74","...","...","...","...","...","...","..."
"11","1018.4","...","1026.1","2019-11-28 19:46","1011.0","2019-11-06 14:29","21.3","28.7","2019-11-22 13:28","16.2","2019-11-28 22:50","...","2.9","345","18.0","321","2019-11-22 04:31","86.5","...","12","...","...","...","...","34.0","2019-11-07 00:00","77","...","...","...","...","...","...","..."
"12","1021.2","...","1031.2","2019-12-31 10:20","1012.8","2019-12-22 14:20","19.0","26.0","2019-12-17 13:35","14.3","2019-12-07 06:28","...","3.0","319","18.8","72","2019-12-26 19:33","108.5","...","10","...","...","...","...","44.0","2019-12-06 00:00","76","...","...","...","...","...","...","..."
