"觀測時間(month)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","降水日數(day)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","最大日降水量(mm)","最大日降水量時間(LST)","相對溼度(%)","A型蒸發量(mm)","日照時數(hour)","全天空日射量(MJ/㎡)","平均日最高紫外線指數","月最高紫外線指數","月最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpDay","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","Precp1DayMax","Precp1DayMaxTime","RH","EvapA","SunShine","GloblRad","UVI Max Mean","UVI Max","UVI Max Time","Cloud Amount"
"01","1019.9","...","1029.7","2017-01-23 09:51","1008.8","2017-01-08 15:04","17.7","28.0","2017-01-08 14:35","10.8","2017-01-21 00:30","...","1.0","254","7.7","88","2017-01-28 12:53","167.5","...","12","...","...","...","...","35.5","2017-01-31 00:00","...","...","...","...","...","...","...","..."
"02","1020.4","...","1031.3","2017-02-14 09:20","1011.1","2017-02-05 04:01","16.6","26.5","2017-02-20 14:21","10.5","2017-02-10 22:58","...","1.0","12","9.3","23","2017-02-05 19:06","117.0","...","12","...","...","...","...","28.0","2017-02-25 00:00","...","...","...","...","...","...","...","..."
"03","1016.0","...","1024.3","2017-03-27 09:49","1007.5","2017-03-13 14:57","18.3","28.0","2017-03-20 12:07","11.8","2017-03-08 19:29","...","0.9","252","10.8","117","2017-03-28 12:43","100.0","...","17","...","...","...","...","20.5","2017-03-10 00:00","...","...","...","...","...","...","...","..."
"04","1012.1","...","1023.2","2017-04-03 09:04","1002.3","2017-04-11 02:41","22.0","31.8","2017-04-09 14:31","11.7","2017-04-02 04:28","...","0.9","18","10.9","154","2017-04-04 14:01","131.0","...","12","...","...","...","...","26.0","2017-04-27 00:00","...","...","...","...","...","...","...","..."
"05","1009.4","...","1015.8","2017-05-06 22:03","1000.9","2017-05-31 15:30","24.5","34.1","2017-05-11 13:04","19.1","2017-05-01 05:17","...","0.7","256","9.3","98","2017-05-01 13:18","289.0","...","20","...","...","...","...","103.0","2017-05-15 00:00","...","...","...","...","...","...","...","..."
"06","1005.7","...","1010.5","2017-06-07 22:19","997.5","2017-06-02 02:01","27.4","36.0","2017-06-11 13:06","22.2","2017-06-15 08:39","...","0.6","2","7.4","102","2017-06-29 12:39","273.0","...","21","...","...","...","...","49.5","2017-06-03 00:00","...","...","...","...","...","...","...","..."
"07","1006.1","...","1012.4","2017-07-18 07:47","959.3","2017-07-29 19:32","29.6","36.6","2017-07-23 15:04","23.5","2017-07-07 17:50","...","1.5","80","36.4","139","2017-07-29 20:35","185.0","...","8","...","...","...","...","106.0","2017-07-29 00:00","...","...","...","...","...","...","...","..."
"08","1005.2","...","1011.6","2017-08-27 21:39","998.7","2017-08-22 03:10","29.8","35.9","2017-08-05 14:18","25.1","2017-08-29 21:54","...","1.1","1","14.0","119","2017-08-22 09:09","35.5","...","8","...","...","...","...","13.0","2017-08-22 00:00","...","...","...","...","...","...","...","..."
"09","1007.7","...","1015.5","2017-09-29 21:31","1001.8","2017-09-06 14:35","28.7","36.2","2017-09-24 13:15","23.6","2017-09-02 20:58","...","1.1","327","12.6","327","2017-09-15 09:54","456.0","...","9","...","...","...","...","221.5","2017-09-02 00:00","...","...","...","...","...","...","...","..."
"10","1012.0","...","1015.7","2017-10-04 10:26","1007.5","2017-10-02 15:15","27.7","34.7","2017-10-02 14:34","24.1","2017-10-04 06:59","...","1.3","71","10.9","156","2017-10-09 11:30","190.5","...","7","...","...","...","...","76.0","2017-10-11 00:00","...","...","...","...","...","...","...","..."
"11","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1020.8","...","1030.1","2017-12-20 09:55","1012.8","2017-12-23 14:50","16.7","25.6","2017-12-24 11:58","11.5","2017-12-08 23:32","...","1.6","262","10.9","107","2017-12-23 11:47","842.5","...","21","...","...","...","...","152.0","2017-12-30 00:00","83","...","...","...","...","...","...","..."
